production_id,farm_name,field_id,field_location,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_quantity_kg,pesticide_type,pesticide_quantity_ltr,irrigation_type,irrigation_quantity_ltr,total_yield_kg,avg_yield_per_hectare,soil_ph,rainfall_mm,avg_temperature_c,labor_hours,number_of_workers,machinery_used,expected_market_price_per_kg,expected_total_revenue_eur
114,"Snyder, Miller and Williams",F-865,Navarroview,Barley,Hulless,2024-05-24,2024-09-19,Compost,143.4,Neem Oil,18.7,Sprinkler,1636.0,2972.2,3874.3,7.1,695.4,22.7,152.1,3,Plough,0.48,1426.64
115,Perez Ltd,F-617,Port Emilyview,Soybean,Black,2023-05-22,2023-08-29,NPK 15-15-15,193.2,Glyphosate,9.1,Flood,1162.8,9255.2,12776.1,6.86,630.2,18.8,184.8,9,Tractor,1.29,11939.21
116,Hines and Sons,F-788,Stonemouth,Soybean,Yellow,2024-07-22,2024-12-24,Urea,230.8,Chlorpyrifos,11.4,Drip,1618.7,4738.8,2911.1,6.66,227.2,16.8,59.6,2,Tractor,0.97,4596.66
117,White-Richards,F-846,Costafort,Soybean,Yellow,2025-04-12,2025-08-16,Compost,290.9,Chlorpyrifos,29.8,Sprinkler,1172.8,4679.8,2296.3,7.33,426.5,13.1,194.6,10,Tractor,1.22,5709.36
118,Cook-Santiago,F-328,West Robert,Barley,Hulled,2024-01-27,2024-05-18,NPK 15-15-15,239.0,Chlorpyrifos,16.6,Flood,1316.7,9935.6,7725.3,6.56,694.0,15.5,101.9,6,Tractor,0.45,4471.03
119,Bates-Morales,F-346,South Christopherview,Wheat,Durum,2024-05-20,2024-10-10,NPK 15-15-15,66.8,Neem Oil,5.8,Flood,1508.0,6534.3,2754.2,7.24,346.8,12.6,115.8,10,Tractor,1.37,8952.0
120,Cordova Group,F-689,Lake Mollymouth,Wheat,Durum,2024-01-08,2024-06-10,Urea,194.4,Neem Oil,25.5,Drip,952.6,9941.4,10266.6,5.79,596.1,15.1,95.1,2,Plough,1.4,13917.89
121,Lopez LLC,F-758,Garrettton,Potato,Russet,2024-03-17,2024-08-08,Compost,145.3,Neem Oil,13.0,Sprinkler,1112.4,6002.7,10109.4,6.1,310.3,19.5,86.1,5,Harvester,0.71,4261.89
122,Dunn-Pennington,F-237,Gilmorefort,Corn,Dent,2023-10-07,2024-01-12,Urea,110.7,Glyphosate,13.3,Drip,1883.3,6061.5,2488.7,7.19,255.5,22.1,78.6,6,Harvester,0.97,5879.63
123,Dudley PLC,F-672,Lake Eric,Potato,Russet,2023-08-04,2023-11-11,NPK 15-15-15,169.8,Chlorpyrifos,12.6,Drip,817.7,2693.5,1331.2,5.88,644.9,22.5,163.1,5,Plough,1.17,3151.36
124,Tran Inc,F-489,Port Robin,Potato,Russet,2024-07-02,2024-11-19,Urea,183.4,Chlorpyrifos,12.7,Sprinkler,1269.2,9236.1,5757.6,6.49,259.2,25.7,120.4,7,Tractor,1.23,11360.45
125,Holland and Sons,F-116,Cantuport,Barley,Hulless,2024-04-24,2024-09-13,Urea,188.3,Neem Oil,19.5,Sprinkler,942.8,1411.4,633.5,5.89,338.0,20.0,86.9,10,Plough,1.19,1679.61
126,"Hill, Davenport and Baird",F-272,South Andrea,Barley,Hulless,2024-05-31,2024-10-30,Compost,248.7,Glyphosate,8.5,Flood,1232.5,9698.6,5438.3,7.33,525.3,21.0,58.8,2,Tractor,0.89,8631.73
127,Weeks PLC,F-254,Port Chad,Wheat,Durum,2024-02-23,2024-07-14,NPK 15-15-15,104.7,Chlorpyrifos,14.3,Flood,1456.6,2237.4,1270.3,7.37,747.7,21.2,52.4,10,Plough,0.38,850.22
128,Morgan-French,F-117,Loriport,Soybean,Yellow,2024-12-22,2025-03-24,Compost,253.3,Neem Oil,15.8,Drip,660.5,5764.8,5493.0,5.69,289.3,14.7,129.0,7,Harvester,1.47,8474.2
129,Monroe-Carpenter,F-813,Grimesmouth,Soybean,Yellow,2024-11-15,2025-04-01,NPK 15-15-15,125.0,Glyphosate,21.3,Flood,1639.4,9633.7,6793.9,5.69,427.6,19.7,58.4,2,Plough,0.59,5683.87
130,Reed-Arnold,F-978,Gibsonmouth,Corn,Sweet,2024-06-23,2024-11-23,NPK 15-15-15,273.7,Glyphosate,10.7,Flood,1831.3,8608.0,4809.4,6.45,227.9,13.0,188.8,10,Plough,0.7,6025.58
131,Pollard and Sons,F-940,Hallchester,Wheat,Durum,2025-03-07,2025-07-15,Compost,255.2,Glyphosate,12.5,Flood,860.7,1140.9,1247.8,7.17,433.5,24.6,99.8,4,Plough,0.47,536.23
132,Garner-Thornton,F-719,Hughesberg,Wheat,Emmer,2023-06-04,2023-09-08,Compost,288.7,Chlorpyrifos,29.2,Sprinkler,544.4,1879.2,1948.8,6.05,795.6,18.9,103.4,8,Harvester,0.39,732.88
133,Martinez PLC,F-175,Mollymouth,Corn,Dent,2024-05-20,2024-08-28,NPK 15-15-15,117.0,Chlorpyrifos,22.8,Flood,731.4,7949.5,7288.1,6.28,416.4,13.3,191.4,9,Harvester,0.6,4769.7
134,"Lozano, Smith and Thomas",F-624,North Terrance,Barley,Hulled,2023-07-18,2023-11-01,Urea,75.8,Glyphosate,13.8,Drip,1395.4,1785.7,1311.1,7.07,718.2,12.2,112.1,3,Plough,0.97,1732.1
135,Hanson-Sanders,F-408,Port Markside,Potato,Russet,2023-11-23,2024-04-27,Urea,173.3,Glyphosate,9.2,Sprinkler,1131.7,2526.2,2002.6,6.47,246.2,15.5,87.0,9,Plough,0.47,1187.34
136,Sims-Clay,F-440,Brennanton,Potato,Russet,2024-02-21,2024-07-18,Compost,145.0,Chlorpyrifos,16.0,Sprinkler,1723.2,1962.8,1769.3,7.22,784.5,13.9,98.1,5,Harvester,1.44,2826.36
137,Young Ltd,F-602,Wendyland,Barley,Hulled,2024-08-23,2025-01-10,Compost,245.5,Chlorpyrifos,14.4,Sprinkler,1047.5,9718.5,8974.6,7.36,319.9,26.0,77.0,10,Tractor,1.13,10981.94
138,Hodges Ltd,F-968,South Garrettport,Soybean,Yellow,2024-04-03,2024-08-27,Urea,218.2,Glyphosate,20.8,Drip,879.0,8179.2,3782.2,5.81,453.9,17.3,117.4,9,Plough,0.38,3108.08
139,Williams Inc,F-931,Michaelchester,Soybean,Black,2025-04-02,2025-09-08,Compost,198.5,Glyphosate,7.7,Drip,1486.4,1330.9,546.1,6.21,588.2,12.6,197.5,8,Harvester,1.14,1517.21
140,Schmidt PLC,F-671,East Gregory,Soybean,Yellow,2023-08-23,2023-11-22,Compost,221.9,Glyphosate,16.1,Sprinkler,1194.6,1887.5,1999.4,6.86,614.3,14.1,199.7,9,Tractor,1.2,2264.95
141,Harvey-Allen,F-419,East Steven,Barley,Hulless,2024-08-17,2024-11-25,Urea,163.8,Glyphosate,18.0,Sprinkler,1214.2,2044.6,858.6,6.38,618.1,16.5,95.0,3,Tractor,0.47,960.97
142,Scott-Smith,F-665,Santanaside,Barley,Hulled,2023-11-15,2024-03-05,NPK 15-15-15,132.7,Chlorpyrifos,29.0,Drip,1696.6,9369.3,4729.6,6.76,311.8,21.2,109.3,5,Harvester,0.92,8619.76
143,Alexander LLC,F-820,Daniellechester,Potato,Red,2023-09-01,2024-01-18,NPK 15-15-15,194.3,Neem Oil,9.7,Sprinkler,795.6,1040.1,1118.8,5.73,602.4,18.9,194.9,7,Plough,0.63,655.23
144,Bryant-Turner,F-933,Castanedaville,Soybean,Black,2024-10-19,2025-01-31,Compost,226.5,Chlorpyrifos,28.0,Flood,627.1,4131.3,1885.6,5.77,270.7,16.3,77.5,4,Plough,1.04,4296.57
145,Armstrong-Andrews,F-650,Andrewfurt,Soybean,Black,2023-11-02,2024-02-17,Compost,279.8,Glyphosate,18.9,Sprinkler,933.3,6173.3,4586.1,5.87,705.2,20.7,179.8,2,Harvester,0.88,5432.46
146,Knight Ltd,F-801,New Julieport,Corn,Sweet,2023-12-01,2024-04-18,Urea,153.9,Chlorpyrifos,17.2,Drip,1348.1,9674.5,6403.2,7.09,332.3,12.5,83.7,6,Tractor,0.89,8610.27
147,Lawson LLC,F-656,Lake James,Soybean,Black,2024-12-24,2025-06-02,Urea,185.5,Glyphosate,24.0,Sprinkler,1319.5,5597.3,3401.7,7.48,261.4,23.6,162.7,6,Tractor,0.62,3470.3
148,"Campos, Saunders and Becker",F-220,Lake Colton,Soybean,Black,2023-11-12,2024-03-25,NPK 15-15-15,102.5,Neem Oil,19.7,Sprinkler,1791.6,8759.8,12997.4,6.72,456.9,20.6,167.7,5,Tractor,1.34,11738.13
149,"Williams, Kramer and Johnson",F-820,Jessicaland,Potato,Red,2024-08-31,2025-02-05,Urea,122.3,Chlorpyrifos,28.8,Flood,1978.2,3529.8,2237.5,6.86,257.1,25.5,167.9,2,Harvester,0.69,2435.54
150,Murphy-Perry,F-963,East Kristin,Corn,Sweet,2025-04-07,2025-08-06,Compost,148.2,Glyphosate,19.4,Sprinkler,1441.7,2316.2,2024.3,6.25,245.3,23.1,165.3,8,Plough,0.6,1389.71
151,Schmidt-Mcintyre,F-892,West Robin,Barley,Hulless,2025-03-12,2025-08-07,Compost,73.3,Chlorpyrifos,20.9,Flood,1037.3,9552.3,8273.4,5.63,520.7,15.0,114.4,5,Harvester,0.3,2865.69
152,Francis-Morgan,F-596,South Sydneyberg,Barley,Hulless,2024-05-10,2024-09-13,Urea,273.5,Glyphosate,6.1,Flood,1675.8,4039.8,2439.7,6.42,274.5,24.0,116.2,2,Harvester,0.98,3959.0
153,Dalton Ltd,F-770,Coffeyside,Corn,Sweet,2024-12-07,2025-04-14,Urea,112.6,Chlorpyrifos,21.6,Flood,748.3,2430.8,1027.6,6.29,383.3,21.8,85.1,3,Plough,0.63,1531.4
154,Gibbs Inc,F-796,Amandamouth,Wheat,Durum,2024-02-10,2024-06-06,Urea,52.3,Neem Oil,13.6,Drip,1982.2,5291.3,6913.1,6.34,279.3,13.0,107.5,3,Tractor,0.57,3016.02
155,"Curry, Baker and James",F-236,Danielbury,Barley,Hulless,2024-02-12,2024-06-19,Compost,298.2,Glyphosate,6.7,Flood,512.7,2234.2,1091.5,6.8,464.1,22.1,144.2,4,Harvester,1.2,2681.0
156,Harvey PLC,F-703,Rosebury,Potato,Red,2024-05-02,2024-08-27,Compost,146.0,Chlorpyrifos,12.9,Drip,871.7,1780.2,2539.8,6.79,348.9,20.4,158.2,6,Plough,1.2,2136.23
157,Reid Group,F-402,Debraville,Wheat,Emmer,2024-09-16,2025-01-10,Compost,63.6,Glyphosate,17.4,Drip,861.6,5659.7,3725.9,6.78,242.6,24.4,51.8,7,Harvester,1.2,6791.69
158,Shah LLC,F-888,Wilsonbury,Corn,Dent,2023-08-18,2024-01-08,NPK 15-15-15,54.2,Glyphosate,5.3,Drip,559.7,4288.7,2298.5,5.62,673.6,19.1,144.3,10,Harvester,1.22,5232.23
159,"Taylor, Chavez and Santiago",F-185,Matthewsberg,Soybean,Black,2025-03-21,2025-06-29,Urea,69.8,Glyphosate,29.4,Drip,1304.6,6764.8,4294.3,6.28,580.6,23.7,152.2,3,Harvester,0.48,3247.12
160,Pena-Bass,F-726,Crosbyview,Soybean,Yellow,2025-03-19,2025-06-24,Compost,63.8,Neem Oil,23.5,Flood,763.5,3200.3,1362.3,5.53,282.3,12.2,124.5,7,Plough,0.44,1408.14
161,"Wood, Ramos and Sampson",F-850,Corystad,Potato,Red,2023-05-27,2023-09-15,NPK 15-15-15,242.9,Glyphosate,13.4,Sprinkler,908.0,4346.8,2173.9,5.63,627.4,20.1,61.6,9,Plough,1.35,5868.21
162,"Howard, Sanders and Lopez",F-891,Port Madisonland,Barley,Hulled,2024-06-27,2024-11-27,NPK 15-15-15,273.6,Neem Oil,23.1,Drip,1611.2,8734.2,10475.7,5.51,715.2,12.2,56.9,7,Harvester,0.49,4279.78
163,May PLC,F-529,North Kristinbury,Corn,Sweet,2024-09-27,2024-12-30,NPK 15-15-15,130.5,Chlorpyrifos,27.9,Sprinkler,906.9,5975.8,2567.0,5.66,423.7,19.0,185.3,4,Tractor,1.19,7111.18
164,"Harris, Gallegos and Spencer",F-965,Port Molly,Potato,Russet,2023-08-07,2023-12-26,Urea,131.8,Neem Oil,16.4,Sprinkler,801.0,1620.3,1133.0,6.63,382.3,20.7,119.6,9,Tractor,0.64,1037.02
165,Kramer PLC,F-454,West Micheleberg,Potato,Russet,2024-01-12,2024-04-30,Compost,259.9,Glyphosate,28.8,Drip,1638.4,1057.4,801.0,6.25,642.8,16.3,80.8,5,Harvester,0.58,613.29
166,"King, Thompson and Guerrero",F-965,East Alexisbury,Soybean,Yellow,2023-08-10,2023-11-26,Compost,153.3,Chlorpyrifos,16.5,Flood,627.4,7404.9,10793.4,5.69,280.1,23.5,61.2,2,Harvester,1.41,10440.87
167,Smith-Baker,F-817,Lake Robert,Corn,Sweet,2024-08-01,2024-12-06,Compost,131.6,Chlorpyrifos,11.8,Drip,1915.3,3348.9,2963.6,5.77,662.1,13.5,65.8,9,Harvester,1.26,4219.64
168,"Brown, West and Cox",F-415,South Williamton,Barley,Hulless,2023-07-29,2023-11-11,Urea,116.3,Glyphosate,7.3,Flood,956.3,5823.3,2397.1,6.91,562.0,15.0,178.5,4,Tractor,0.55,3202.83
169,"Boyd, Ellis and Maynard",F-278,South Melaniechester,Corn,Dent,2024-11-16,2025-04-05,NPK 15-15-15,288.0,Chlorpyrifos,18.9,Flood,874.8,5621.1,3031.3,6.42,682.3,14.0,51.8,5,Tractor,0.61,3428.89
170,Henry Group,F-700,North Marcberg,Corn,Dent,2024-10-15,2025-03-01,Urea,279.4,Glyphosate,5.5,Drip,796.6,7176.6,3021.5,6.79,685.6,13.3,177.1,7,Tractor,0.4,2870.63
171,Hill Ltd,F-504,Oscarhaven,Wheat,Emmer,2023-06-22,2023-09-26,Urea,57.4,Neem Oil,15.7,Sprinkler,822.1,2511.9,1524.4,5.87,367.9,24.4,55.2,5,Plough,1.29,3240.35
172,Wagner-Jordan,F-492,Port Dianaside,Barley,Hulless,2023-12-17,2024-05-07,NPK 15-15-15,154.8,Neem Oil,27.1,Flood,873.7,8945.0,6134.9,7.49,526.2,12.3,107.4,7,Harvester,0.41,3667.45
173,Jordan and Sons,F-284,Morganmouth,Potato,Red,2024-11-11,2025-03-25,NPK 15-15-15,129.7,Glyphosate,5.7,Sprinkler,587.9,9214.1,6123.2,7.48,517.7,22.7,199.9,4,Tractor,0.77,7094.85
174,Blair-Edwards,F-882,Elizabethstad,Corn,Sweet,2024-03-06,2024-07-08,NPK 15-15-15,193.9,Chlorpyrifos,13.9,Drip,764.2,5803.2,2786.7,6.69,683.7,21.8,187.1,2,Plough,1.18,6847.78
175,"Leblanc, Jones and Decker",F-655,South Colinstad,Barley,Hulled,2023-08-28,2023-12-20,Urea,93.9,Glyphosate,7.3,Drip,1402.5,8530.3,4022.2,5.54,486.8,16.6,142.1,4,Harvester,1.46,12454.2
176,Hawkins PLC,F-892,Elizabethchester,Corn,Dent,2025-01-21,2025-04-28,NPK 15-15-15,261.6,Chlorpyrifos,29.0,Sprinkler,1556.8,1197.2,715.5,6.82,551.6,16.7,98.4,4,Plough,1.4,1676.1
177,"Pugh, Henderson and Moon",F-728,West Carolinestad,Soybean,Black,2024-01-31,2024-06-09,Urea,105.8,Neem Oil,25.4,Sprinkler,960.2,2567.8,1053.5,6.88,276.4,22.2,192.3,8,Plough,1.13,2901.64
178,"Romero, Moore and Olson",F-679,West Meganstad,Wheat,Durum,2023-07-21,2023-11-28,NPK 15-15-15,284.2,Glyphosate,13.3,Drip,857.0,9289.3,3814.8,7.46,300.7,24.4,63.3,7,Harvester,0.57,5294.93
179,Andrews-Aguirre,F-210,New Sarahview,Wheat,Emmer,2023-07-30,2023-11-23,Compost,50.3,Chlorpyrifos,16.0,Sprinkler,1953.7,3245.9,5106.9,7.27,495.8,17.3,131.9,3,Harvester,0.61,1979.98
180,Nelson LLC,F-120,Michaelburgh,Potato,Russet,2023-05-24,2023-09-11,Urea,115.3,Glyphosate,6.9,Drip,1831.9,5061.6,2412.1,5.82,245.0,25.2,196.7,7,Plough,0.34,1720.94
181,Knight Group,F-544,East Joycetown,Potato,Red,2025-03-07,2025-06-08,NPK 15-15-15,63.4,Chlorpyrifos,10.1,Drip,1113.9,4881.9,2701.3,6.61,755.3,19.6,149.1,6,Tractor,1.03,5028.37
182,"Moreno, Bennett and Chavez",F-469,West Larry,Wheat,Durum,2023-07-12,2023-11-29,NPK 15-15-15,156.9,Chlorpyrifos,25.6,Flood,1400.3,6145.9,2819.6,5.9,215.4,14.4,93.8,3,Harvester,0.48,2950.05
183,"Carlson, Ware and Moore",F-757,Lake Christophermouth,Wheat,Emmer,2024-01-08,2024-05-27,Compost,146.9,Chlorpyrifos,27.1,Sprinkler,779.9,5238.5,2287.8,5.59,463.8,15.7,175.6,2,Tractor,0.62,3247.87
184,Tucker-Ramos,F-332,Jasonhaven,Wheat,Durum,2024-09-27,2025-02-08,Compost,65.2,Chlorpyrifos,25.5,Sprinkler,1948.4,8273.6,6230.3,6.87,761.8,20.0,85.3,6,Tractor,1.21,10011.08
185,Jordan-Campbell,F-735,Roseport,Soybean,Yellow,2023-07-29,2023-12-30,NPK 15-15-15,80.1,Chlorpyrifos,9.3,Drip,1958.2,6141.0,4004.2,7.12,275.7,17.9,198.2,8,Tractor,0.99,6079.57
186,Foster PLC,F-497,North Jamesborough,Corn,Dent,2023-06-06,2023-10-14,Compost,149.3,Chlorpyrifos,26.4,Flood,1187.2,9197.2,3950.1,7.25,671.9,20.7,128.4,8,Tractor,0.38,3494.95
187,Duran LLC,F-202,Davidfort,Soybean,Yellow,2024-12-18,2025-04-05,NPK 15-15-15,190.7,Glyphosate,24.6,Flood,1820.2,6099.3,3662.5,7.26,358.5,21.2,135.8,9,Tractor,1.46,8905.04
188,Thompson-James,F-139,New Angelica,Corn,Dent,2024-12-02,2025-04-22,Urea,272.4,Chlorpyrifos,22.3,Drip,1618.6,2294.7,1336.2,7.34,738.2,12.3,172.6,6,Harvester,1.13,2592.98
189,Jones-Hensley,F-861,South Andrewland,Barley,Hulless,2024-10-01,2025-01-11,Urea,243.5,Chlorpyrifos,11.7,Sprinkler,1407.5,9752.5,10202.2,5.68,465.0,24.8,111.1,9,Plough,0.66,6436.63
190,Johnston-Berry,F-513,Robertsfurt,Barley,Hulled,2025-03-01,2025-08-03,NPK 15-15-15,245.1,Neem Oil,27.0,Drip,760.6,8123.4,12869.1,7.25,320.4,12.8,55.0,2,Harvester,1.15,9341.93
191,Jackson-Meza,F-226,Collierstad,Corn,Dent,2023-05-18,2023-10-02,Compost,57.6,Chlorpyrifos,17.2,Sprinkler,766.4,8411.6,5569.6,7.24,552.1,16.9,74.5,6,Plough,1.06,8916.25
192,Richard-Sanchez,F-319,Warrenfurt,Wheat,Emmer,2023-07-09,2023-10-10,NPK 15-15-15,211.8,Neem Oil,10.2,Flood,1114.3,4479.1,5423.8,5.54,668.2,22.7,51.3,4,Plough,0.99,4434.3
193,Reese-Walker,F-826,North William,Corn,Sweet,2025-03-08,2025-07-04,Compost,118.8,Chlorpyrifos,26.3,Sprinkler,878.0,3271.5,1550.4,6.43,606.3,23.5,109.6,3,Tractor,0.67,2191.91
194,"Hicks, Bullock and Bailey",F-383,East Curtis,Potato,Red,2023-07-29,2023-12-02,Compost,131.3,Chlorpyrifos,11.5,Flood,1928.3,3686.3,5146.9,6.8,313.0,19.2,86.0,2,Plough,0.38,1400.79
195,Thompson and Sons,F-365,East Stephaniefort,Soybean,Black,2023-11-16,2024-03-02,Urea,151.1,Neem Oil,5.9,Flood,1992.1,7491.5,4137.1,7.13,405.9,22.0,152.9,9,Plough,1.5,11237.32
196,"Wolf, Cole and Glass",F-199,Michellemouth,Barley,Hulless,2024-04-26,2024-08-15,Urea,82.0,Chlorpyrifos,23.1,Flood,1644.4,8565.7,3801.9,5.87,607.8,16.7,63.4,7,Tractor,0.52,4454.19
197,Jones-Ramos,F-220,Laurashire,Barley,Hulless,2023-08-27,2024-01-06,Urea,63.4,Neem Oil,19.6,Flood,606.8,4345.1,2600.1,7.28,500.3,24.1,107.3,6,Harvester,0.86,3736.82
198,Romero-Collins,F-568,Johnsonstad,Wheat,Durum,2023-06-14,2023-09-29,NPK 15-15-15,129.1,Neem Oil,9.5,Drip,1231.4,9931.1,8378.3,6.76,306.1,20.9,50.7,6,Tractor,1.48,14698.07
199,Jones-Lin,F-544,New Brookefurt,Corn,Sweet,2025-02-05,2025-07-07,Compost,157.4,Chlorpyrifos,29.1,Sprinkler,507.0,8066.9,3916.9,6.57,638.4,25.3,183.8,10,Tractor,0.46,3710.77
200,"Spencer, Conner and Huang",F-205,Stoutshire,Wheat,Durum,2024-04-25,2024-08-24,Urea,175.8,Chlorpyrifos,9.2,Drip,947.3,3036.4,1347.1,6.08,636.7,20.3,100.7,4,Harvester,0.67,2034.38
201,Morris Group,F-119,North Shannon,Soybean,Black,2024-09-19,2025-01-11,NPK 15-15-15,106.1,Glyphosate,10.3,Drip,1384.5,2484.0,1073.5,5.84,420.0,21.1,55.6,6,Plough,1.27,3154.62
202,Haas-Miller,F-806,North John,Potato,Russet,2025-01-20,2025-04-26,NPK 15-15-15,154.2,Chlorpyrifos,8.1,Sprinkler,1211.6,6957.7,3850.1,5.81,617.1,20.8,95.2,3,Plough,0.32,2226.47
203,Warren-Bishop,F-732,Nathanport,Potato,Red,2024-04-06,2024-07-22,NPK 15-15-15,120.7,Glyphosate,17.4,Flood,799.6,4769.4,2076.2,6.03,513.9,14.8,155.5,6,Tractor,0.91,4340.18
204,Schroeder-Shelton,F-113,Port Crystalmouth,Wheat,Emmer,2024-02-26,2024-06-21,Compost,72.3,Glyphosate,25.9,Flood,1241.2,7193.8,4922.8,7.4,667.7,13.1,158.5,6,Plough,0.58,4172.42
205,Davis-Gregory,F-995,Johnathanberg,Corn,Dent,2023-06-22,2023-10-27,NPK 15-15-15,263.1,Chlorpyrifos,25.0,Sprinkler,1139.0,3377.1,5627.0,5.73,710.7,24.5,51.5,4,Plough,1.28,4322.72
206,Aguilar and Sons,F-850,Kylefurt,Corn,Dent,2024-01-15,2024-05-29,NPK 15-15-15,143.2,Chlorpyrifos,9.6,Sprinkler,1100.4,9050.7,3755.2,6.41,701.4,21.7,121.7,8,Plough,0.62,5611.46
207,"Fletcher, Miller and Hansen",F-263,Lisahaven,Corn,Sweet,2023-08-10,2023-11-24,NPK 15-15-15,154.0,Neem Oil,17.1,Flood,1517.6,7265.5,11770.0,5.86,427.9,17.0,54.3,4,Harvester,1.43,10389.71
208,"Santiago, Romero and Smith",F-112,Henryborough,Soybean,Yellow,2023-07-13,2023-12-02,Compost,267.1,Neem Oil,24.2,Flood,1585.7,4966.2,7924.7,5.95,773.5,24.2,127.9,3,Harvester,1.09,5413.15
209,Lee-Cooke,F-946,North Kenneth,Corn,Dent,2024-01-22,2024-06-04,Compost,273.0,Neem Oil,6.4,Flood,1901.6,6973.4,3911.5,6.51,481.6,18.9,74.8,9,Harvester,0.48,3347.23
210,Romero PLC,F-512,Lake Matthewberg,Corn,Dent,2025-01-03,2025-05-08,NPK 15-15-15,69.7,Chlorpyrifos,25.0,Sprinkler,632.0,1453.2,1537.1,6.5,389.6,25.7,161.8,2,Tractor,1.07,1554.88
211,Moore-White,F-718,Lake Samuel,Soybean,Black,2024-08-07,2024-11-09,Compost,209.4,Neem Oil,19.1,Flood,1507.2,6014.2,12020.2,7.4,418.0,12.8,83.4,9,Harvester,0.41,2465.81
212,Rhodes-Young,F-327,Bishopmouth,Potato,Red,2024-03-16,2024-07-30,NPK 15-15-15,135.3,Neem Oil,29.1,Sprinkler,1321.5,7443.2,10223.5,6.25,263.8,24.6,123.9,8,Tractor,1.21,9006.3
213,"Allen, Sheppard and Mueller",F-944,West Erika,Barley,Hulled,2023-10-30,2024-02-21,NPK 15-15-15,229.2,Glyphosate,23.9,Drip,1889.9,2086.7,946.6,7.17,553.3,22.8,117.6,10,Tractor,0.56,1168.56
214,Murray-Campbell,F-699,Shawchester,Soybean,Yellow,2024-07-18,2024-12-22,Urea,281.1,Glyphosate,22.3,Drip,1595.7,7625.9,4747.1,5.76,432.4,20.4,182.4,10,Harvester,0.82,6253.26
215,Solis and Sons,F-924,Brettfort,Soybean,Yellow,2023-09-04,2024-01-07,NPK 15-15-15,84.5,Neem Oil,22.5,Flood,1268.4,4580.8,3863.3,7.19,528.7,16.4,160.5,10,Plough,0.65,2977.54
216,Spencer-Garcia,F-788,West Christopherburgh,Corn,Sweet,2025-03-10,2025-07-04,NPK 15-15-15,295.3,Neem Oil,29.4,Drip,1255.8,6617.5,6120.8,6.89,393.4,13.6,102.8,9,Plough,0.71,4698.43
217,Whitehead-Hernandez,F-635,Davisbury,Potato,Red,2023-11-29,2024-05-05,NPK 15-15-15,56.3,Glyphosate,6.3,Drip,799.9,3573.4,1628.2,7.0,296.6,16.0,87.6,2,Plough,1.27,4538.16
218,Wilkerson-Arias,F-988,Brownhaven,Barley,Hulled,2025-01-25,2025-07-03,Compost,234.9,Glyphosate,23.6,Flood,1083.3,1290.8,606.5,6.52,678.1,21.7,153.9,2,Harvester,0.42,542.12
219,Hughes Inc,F-307,Jeffreymouth,Soybean,Black,2024-02-16,2024-06-25,Compost,267.2,Chlorpyrifos,25.7,Flood,1556.9,9692.5,15952.0,6.8,653.1,19.7,140.5,5,Harvester,1.19,11534.07
220,Combs Ltd,F-486,Laceyberg,Soybean,Yellow,2025-04-23,2025-07-31,NPK 15-15-15,157.1,Neem Oil,11.6,Drip,1376.0,2682.8,3165.2,6.01,398.3,21.9,73.2,4,Harvester,0.92,2468.17
221,Lowery-Kennedy,F-902,Port Janice,Potato,Russet,2023-05-31,2023-10-06,Compost,129.5,Glyphosate,28.9,Flood,602.3,5415.0,3291.1,6.51,449.6,19.5,63.8,5,Tractor,0.73,3952.92
222,"Smith, Miller and Scott",F-586,New Shelby,Barley,Hulless,2024-04-14,2024-08-28,Compost,255.9,Neem Oil,5.2,Flood,1019.0,3642.2,1517.2,5.98,585.4,24.9,86.6,2,Plough,1.04,3787.86
223,"Henderson, Parsons and Young",F-629,North Johnmouth,Barley,Hulless,2024-08-16,2024-11-28,Urea,178.6,Neem Oil,16.1,Drip,944.7,4472.9,2830.1,6.8,392.2,13.2,64.4,10,Plough,0.64,2862.65
224,Copeland Group,F-534,Lake Zacharybury,Wheat,Durum,2023-06-19,2023-10-13,NPK 15-15-15,101.4,Neem Oil,27.0,Flood,1662.8,7033.0,3435.5,6.79,763.9,22.5,73.1,9,Plough,1.34,9424.24
225,Carter Inc,F-172,Johnchester,Barley,Hulled,2024-11-10,2025-02-19,Compost,255.4,Chlorpyrifos,15.2,Sprinkler,1445.3,1659.2,1938.4,6.37,210.1,21.4,130.2,3,Plough,0.6,995.54
226,"Barnett, Mills and Ward",F-802,South Morganton,Potato,Russet,2023-09-24,2024-01-01,Urea,201.6,Chlorpyrifos,24.1,Sprinkler,1072.1,4219.3,2802.3,7.14,218.5,14.2,83.0,8,Plough,0.65,2742.55
227,Zavala-King,F-846,West Kristinastad,Barley,Hulled,2024-09-06,2025-01-12,Compost,143.3,Glyphosate,18.8,Flood,712.1,7095.6,3047.5,5.58,543.6,17.5,132.1,3,Harvester,1.25,8869.5
228,"Sandoval, Garcia and Perkins",F-264,Dennisstad,Corn,Dent,2023-11-05,2024-03-01,NPK 15-15-15,105.2,Chlorpyrifos,9.9,Drip,1506.5,4713.9,2630.7,6.63,232.6,22.5,198.5,10,Harvester,0.92,4336.78
229,Li-Thompson,F-694,Pollardfort,Potato,Russet,2024-06-29,2024-11-03,Urea,287.9,Chlorpyrifos,8.2,Flood,851.8,7045.2,7035.5,6.07,241.9,14.7,122.9,7,Plough,0.54,3804.39
